Slot,Square,Multiply,Reduce
4765,83,41,42
4766,0,42,41
4767,42,42,0
4768,0,42,0
4769,41,0,41
4770,0,42,41
4771,0,42,41
4772,42,42,0
4773,41,0,41
4774,42,84,83
4775,41,41,84
4776,0,42,41
4777,0,42,41
4778,0,42,41
4779,0,42,41
4780,41,83,84
4781,0,42,41
4782,41,42,41
4783,83,41,42
4784,0,42,41
4785,0,42,0
4786,0,42,41
4787,0,42,41
4788,0,42,41
4789,0,42,41
4790,0,42,41
4791,0,42,41
4792,83,41,42
4793,83,41,42
4794,0,42,0
4795,41,42,41
4796,41,0,41
4797,0,42,41
4798,0,42,41
4799,0,42,41
4800,0,42,41
4801,0,42,41
4802,0,42,41
4803,0,42,41
4804,42,42,42
4805,0,42,41
4806,0,42,0
4807,83,41,42
4808,0,42,41
4809,0,42,0
4810,41,0,41
4811,41,83,84
4812,0,42,41
4813,0,42,41
4814,42,42,42
4815,0,42,41
4816,0,42,41
4817,41,0,41
4818,41,42,41
4819,41,0,41
4820,0,42,0
4821,0,42,41
4822,0,42,41
4823,0,42,41
4824,0,42,41
4825,83,41,42
4826,0,250,42
4827,42,0,42
4828,0,42,41
4829,0,42,0
4830,83,41,42
4831,41,83,84
4832,41,41,42
4833,0,42,41
4834,0,42,41
4835,41,83,84
4836,0,42,41
4837,0,42,0
4838,0,42,41
4839,0,42,41
4840,41,83,84
4841,0,42,41
4842,41,0,41
4843,41,42,41
4844,42,42,0
4845,42,42,0
4846,0,42,41
4847,0,42,41
4848,0,42,41
4849,0,42,0
4850,0,42,41
4851,83,41,42
4852,0,42,41
4853,0,42,41
4854,0,42,41
4855,0,42,0
4856,42,42,42
4857,0,42,41
4858,0,42,0
4859,41,42,41
4860,42,42,0
4861,42,42,42
4862,0,42,41
4863,0,42,41
4864,0,42,41
4865,0,42,41
4866,0,42,41
4867,0,42,41
4868,0,42,41
4869,41,0,41
4870,0,42,41
4871,0,42,41
4872,83,42,42
4873,41,83,84
4874,83,41,42
4875,0,42,41
4876,41,83,84
4877,83,41,42
4878,0,42,41
4879,42,42,0
4880,42,42,0
4881,0,42,0
4882,0,42,41
4883,0,42,41
4884,41,42,41
4885,125,167,42
4886,42,42,42
4887,0,42,41
4888,0,42,41
4889,0,42,0
4890,0,42,0
4891,42,42,42
4892,41,42,41
4893,41,41,42
4894,42,42,0
4895,0,42,41
4896,0,42,41
4897,0,42,41
4898,0,42,41
4899,0,42,41
4900,0,42,41
4901,0,42,41
4902,0,42,41
4903,0,42,41
4904,42,42,0
4905,41,0,41
4906,41,0,41
4907,0,42,41
4908,41,0,41
4909,0,42,41
4910,0,42,41
4911,0,42,0
4912,41,0,41
4913,42,0,42
4914,41,83,84
4915,0,42,41
4916,0,42,41
4917,0,42,41
4918,0,42,0
4919,0,42,0
4920,0,42,41
4921,0,42,41
4922,0,42,41
4923,0,42,41
4924,0,42,41
4925,0,42,0
4926,42,42,0
4927,41,42,41
4928,0,42,41
4929,0,42,41
4930,41,83,84
4931,0,42,0
4932,41,42,41
4933,0,42,41
4934,0,42,41
4935,83,41,42
4936,0,42,41
4937,41,0,41
4938,0,42,0
4939,41,0,41
4940,0,42,41
4941,0,42,41
4942,0,42,41
4943,83,41,42
4944,0,42,41
4945,0,42,41
4946,0,42,41
4947,0,42,41
4948,0,42,41
4949,0,42,0
4950,41,0,41
4951,0,42,41
4952,0,42,41
4953,41,0,292
4954,42,83,42
4955,0,42,0
4956,0,42,41
4957,0,42,41
4958,41,41,42
4959,0,42,41
4960,41,42,41
4961,0,42,41
4962,42,42,0
4963,0,42,41
4964,0,42,41
4965,0,42,41
4966,0,42,0
4967,42,42,0
4968,0,42,0
4969,41,0,41
4970,0,42,41
4971,0,42,41
4972,0,42,41
4973,0,42,41
4974,0,42,41
4975,0,42,41
4976,0,42,41
4977,0,42,41
4978,0,42,41
4979,0,42,41
4980,0,42,41
4981,0,42,41
4982,0,42,41
4983,0,42,41
4984,41,42,41
4985,42,42,42
4986,0,42,0
4987,0,42,41
4988,42,42,0
4989,41,0,41
4990,0,42,41
4991,0,42,41
4992,42,42,0
4993,41,0,41
4994,0,42,0
4995,0,42,41
4996,0,42,41
4997,0,42,41
4998,41,0,41
4999,0,42,41
